"Timestamp","จักรยานเสือภูเขา","คอลลาเจน","Brownie อวกาศ","แม่โขง","Botox","กัญชา","กัญชง","เครื่องวัดความดัน","หลอดไฟเปลี่ยนสีได้","คอร์ส bikini wax","เก้าอี้นวดไฟฟ้า","ต้นไม้ประดับห้อง","หมอนข้าง","ตาชั่ง ","คอร์สโบท็อกกราม","แสงโสม","กะหรี่(ปั๊บ)","Lego","แฟน ที่แปลว่าพัดลม","ยาดอง","ชุดนอนไม่ได้นอน","ที่ยกน้ำหนัก (Dumbell)","เครื่องดูดฝุ่นอัตโนมัติ (robot)","เนื้อวากิล","หมูแดดเดียว","drone","เครื่องย่อยเศษอาหาร","เสื้อซีทรู","ไพ่ยิปซี","เนื้อย่าง","เครื่องทำลายเอกสาร","กระเป๋า","ชาบู","Surfskate","Board game","เครื่องย่อยเศษอาหาร","ชุดน้องหมา","Omakase","เม็ดมะม่วงหิมพานต์","ไฟอัจฉริยะ","บัตตาเลี่ยนที่ตัดผม","ไดร์เป่าผม Dyson","แผ่นเสียง","กรรไกรตัดขนจมูก","PS5","เครื่องตรวจน้ำตาลในเลือด","โรตี","กะปิดอง","น้องหมา","แพ็คเกจไทยเที่ยวไทย","เกมส์ FIFA Online","มะม่วงเบา","ห้องน้ำแมวอัตโนมัติ","กระเป๋า chanel","ข้าวขาหมูคากิคาจักออนไลน์","ถั่งเช่า","หมอนสุขภาพสำหรับคนนอนไม่หลับ","อาหารแมวคลีนเพื่อสุขภาพลดหุ่น","น้ำส้มดีโด้","Software ถูกลิขสิทธิ์","ครีมกันแดด",""
"2021/03/20 11:55:50 AM GMT+7","เคย","เคย","เคย","เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย",""
"2021/03/20 11:56:14 AM GMT+7","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย",""
"2021/03/20 11:56:24 AM GMT+7","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย",""
"2021/03/20 11:56:43 AM GMT+7","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย",""
"2021/03/20 11:57:02 AM GMT+7","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","เคย",""
"2021/03/20 11:57:38 AM GMT+7","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย",""
"2021/03/20 11:57:42 AM GMT+7","เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย",""
"2021/03/20 11:59:34 AM GMT+7","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย",""
"2021/03/20 11:59:46 AM GMT+7","เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย",""
"2021/03/20 12:00:56 PM GMT+7","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย",""
"2021/03/20 12:01:54 PM GMT+7","เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย",""
"2021/03/20 12:01:55 PM GMT+7","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย",""
"2021/03/20 12:02:07 PM GMT+7","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย",""
"2021/03/20 12:02:12 PM GMT+7","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย",""
"2021/03/20 12:02:35 PM GMT+7","เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย",""
"2021/03/20 12:02:35 PM GMT+7","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย",""
"2021/03/20 12:02:38 PM GMT+7","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย",""
"2021/03/20 12:02:54 PM GMT+7","เคย","เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย",""
"2021/03/20 12:03:11 PM GMT+7","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย",""
"2021/03/20 12:03:21 PM GMT+7","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย",""
"2021/03/20 12:03:24 PM GMT+7","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย",""
"2021/03/20 12:03:52 PM GMT+7","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย",""
"2021/03/20 12:04:19 PM GMT+7","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย",""
"2021/04/05 4:13:52 PM GMT+7","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย",""
"2021/04/16 4:29:59 PM GMT+7","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","เคย","ไม่เคย","เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","เคย","เคย","ไม่เคย","ไม่เคย","ไม่เคย","เคย","เคย","เคย","เคย","เคย","เคย","เคย",""